date,ticker,name,total_return,win_rate,num_trades,mdd
2026-07-10,105560,KB금융,53.88,50.0,44,-29.32
2026-07-10,051910,LG화학,0.72,29.41,34,-20.8
2026-07-10,035420,NAVER,39.4,37.5,40,-19.81
2026-07-10,012330,현대모비스,86.08,46.51,43,-11.59
2026-07-10,035720,카카오,-18.71,24.24,33,-32.92
2026-07-10,032830,삼성생명,-0.34,27.78,54,-34.21
2026-07-10,066570,LG전자,-10.2,27.59,29,-24.53
2026-07-10,055550,신한지주,98.62,45.65,46,-13.59
2026-07-10,005930,삼성전자,3.18,33.33,48,-34.66
2026-07-10,000660,SK하이닉스,-29.79,16.67,18,-33.39
